,id
1058,100078876736567
1059,100089674904649
1060,100032804440949
1061,100023878930775
1062,100038603109380
1063,100091126778426
1064,100058146642193
1065,100087981835724
1066,100048924369266
1067,100090767626416
1068,100055743909730
1069,100064806393456
1070,100090408533812
1071,100008175067000
1072,100018872632791
1073,100088451408925
1074,100090854782263
1075,100074185837343
1076,100089214823202
1077,100089587426511
1078,100040564127475
1079,100090787965247
1080,100085071631508
1081,100090977787435
1082,100020758877699
1083,100085238136638
1084,100083737982909
1085,100090207048993
1086,100037818635306
1087,100085554867972
1088,100091283736241
1089,100091348172869
1090,100090825384612
1091,100006424732287
1092,100091065912181
1093,100089691074353
1094,100089908213593
1095,100090723414395
1096,100091000166051
1097,100063584124003
1098,100090221988794
1099,100091261143133
1100,100076423692204
1101,100020458812279
1102,100017486283301
1103,100090141927329
1104,100005850461380
1105,100090200716622
1106,100029520444017
1107,100088448627819
1108,100089674391307
1109,100090758463393
1110,100089773125317
1111,100022804000296
1112,100039144561505
1113,100014895813332
1114,100089467034668
1115,100069835539456
1116,100090705512561
1117,100074999254884
1118,100088534691544
1119,100089674693157
1120,100087179667611
1121,100090882834048
1122,100089550221726
1123,100091079110614
1124,100089901792988
1125,100091249890684
1126,100088032294649
1127,100079862787315
1128,100089661910874
1129,100091316553409
1130,100010880269170
1131,100091129149443
1132,100088260161228
1133,100091256133685
1134,100075935011813
1135,100091212967415
1136,100008262996883
1137,100089536912806
1138,100090050919321
1139,100006287358464
1140,100091257006604
1141,100091328372957
1142,100010178130033
1143,100067656364884
1144,100007694434149
1145,100019138186909
1146,100090466666314
1147,100007881362005
1148,100004873383217
1149,100088194695256
1150,100089917514763
1151,100003045745025
1152,100052881063870
1153,100090939402935
1154,100089821744462
1155,100089513694100
1156,100088059488030
1157,100090930425694
1158,100088819404956
1159,100073435244270
1160,100090433928212
1161,100026864963402
1162,100090535217471
1163,100049554876317
1164,100074810482382
1165,100091344271495
1166,100064312166805
1167,100039962363027
1168,100086305035382
1169,100009117132751
1170,100008365778142
1171,100089835840704
1172,1422670205
1173,100074821906052
1174,100083166912505
1175,100034069815889
1176,100089538728490
1177,100091337341413
1178,100090693015049
1179,100001866290687
1180,100090621114820
1181,100090949463945
1182,100067854437265
1183,100080292830070
1184,100089726791842
1185,100088115673499
1186,100081353388738
1187,100090092682132
1188,100090926337168
1189,100089694131633
1190,100086466946775
1191,100052922865300
1192,100013007081117
1193,100090894910655
1194,100089534289775
1195,100086330569575
1196,100089951934124
1197,100088708990954
1198,100088526319865
1199,100089776025780
1200,100088724180640
1201,100090954045389
1202,100089768383674
1203,100062925826988
1204,100090312317047
1205,100090626226306
1206,100090238726731
1207,100070095450772
1208,100089416712601
1209,100013859284462
1210,100087827487563
1211,100008138833902
1212,100091115346276
1213,100088986871517
1214,100086062720753
1215,100088486218938
1216,100090220943964
1217,100091275543313
1218,100089912739157
1219,100049816155054
1220,100072525786863
1221,100004636323271
1222,100090017794966
1223,100068647592105
1224,100082882302545
1225,100046401553930
1226,100050426864513
1227,100088123358483
1228,100090833718648
1229,100083455844021
1230,100090651030550
1231,100052374197663
1232,100087756557942
1233,100081918496742
1234,100091288771966
1235,100089922563313
1236,100090580279305
1237,100086035658813
1238,100090703220170
1239,100013151673381
1240,100090747660833
1241,100036970380129
1242,100003618767867
1243,100040984369389
1244,100090997160929
1245,100089534858234
1246,100080323355912
1247,111419770654355
1248,100080642873984
1249,100076306908211
1250,100067156615801
1251,100003567314564
1252,100069990144368
1253,100084816855250
1254,100090236635334
1255,100088571382141
1256,100090736100132
1257,100090936804916
1258,100084877936599
1259,100089744344741
1260,100090109775561
1261,100076387961687
1262,100090897381666
1263,100085208351437
1264,100090861391015
1265,100090196103748
1266,100090968272839
1267,100063893342683
1268,100084443018662
1269,100025163269161
1270,100090237160502
1271,100048203057028
1272,100087126350998
1273,100072011080607
1274,100090218983592
1275,100063530705963
1276,100089683085718
1277,100058723355000
1278,100005498835937
1279,100089735649389
1280,100017698842110
1281,100090808819787
1282,100090009201101
1283,100090627770825
1284,100085509120589
1285,100014450384826
1286,100055390524435
1287,100088390942323
1288,100080333509385
1289,100083306203354
1290,100090957129764
1291,100085398235830
1292,100090015576719
1293,100090041710771
1294,100090915551397
1295,100013318331798
1296,100090329791570
1297,100090737312623
1298,100005698217382
1299,100090471013959
1300,100091124313599
1301,100068720903953
1302,100090816537838
1303,100090719896058
1304,100054166694117
1305,100090840083486
1306,100090991699817
1307,100075791637516
1308,100037888035084
1309,100024243813639
1310,100064860454076
1311,100084345861485
1312,100063068852436
1313,100090195251407
1314,100089959347432
1315,100088311193657
1316,100017225227909
1317,100033132489200
1318,100061883894364
1319,100000689372143
1320,100005711973894
1321,100028185593626
1322,100069944734958
1323,100070463176991
1324,100084275501847
1325,100090140825883
1326,100089077064646
1327,100090855863790
1328,100087904065420
1329,100079490629173
1330,100008317382536
1331,100090283179960
1332,100042344963787
1333,100089691306015
1334,100069562626460
1335,100076268168027
1336,100090940700940
1337,100090749635551
1338,100011165718597
1339,100089790965851
1340,100089006757293
1341,100077568698137
1342,1543754440
1343,100026825284219
1344,100063950303502
1345,100090674694612
1346,100009857387367
1347,100002144843544
1348,100009837691166
1349,100074339223476
1350,100090100689155
1351,100068819884158
1352,100073446427560
1353,100022993149619
1354,100086426011143
1355,100082279574945
1356,100064710663930
1357,100066646641580
1358,100089892812675
1359,100090281400779
1360,100089831877158
1361,100088710223259
1362,100027679442805
1363,100008297618448
1364,100080203770588
1365,100088808686159
1366,100078868014390
1367,100015685482013
1368,100082500401379
1369,100052462382165
1370,100089353784830
1371,100077717613962
1372,100090847396318
1373,100010576810600
1374,100082512185850
1375,100090746155438
1376,100001527709412
1377,100090996976593
1378,100090901311064
1379,100063832908621
1380,100090402317983
1381,100090890151400
1382,100083301576757
1383,100090438709998
1384,100089719354747
1385,100047446653848
1386,100090906764779
1387,100047245970342
1388,100088293472229
1389,100069390012702
1390,100090362157380
1391,1464525189
1392,100090693593784
1393,100087668186997
1394,100090869078124
1395,100038233335892
1396,100088050206490
1397,100011338514482
1398,100090027699333
1399,100086205076088
1400,100069070574425
1401,100079146594566
1402,100090771655960
1403,100090865291458
1404,100083571725413
1405,100089060304002
1406,100090716923415
1407,100089481085603
1408,100081645874362
1409,100066375876796
1410,100089798989602
1411,100090556751955
1412,100087731377554
1413,100086634456381
1414,100036811792538
1415,100090183516177
1416,100084308310955
1417,100011944578929
1418,100025576690007
1419,100090079443366
1420,100090690074541
1421,100090187986558
1422,100017235767164
1423,100052342786997
1424,100000278985715
1425,100003071243437
1426,100090564768236
1427,709500127
1428,100090696715215
1429,100084423755055
1430,100090879498322
1431,100084074401170
1432,100089233114336
1433,100022217505453
1434,100022234162910
1435,1599165161
1436,100090858620241
1437,100067983086140
1438,100090716770677
1439,100090168198038
1440,100090496569694
1441,100022918521795
1442,100077508195473
1443,100000187568008
1444,100090269901025
1445,100079050225749
1446,100090244851607
1447,100090550389415
1448,100090746403922
1449,100021638628108
1450,100034841122301
1451,100090569693861
1452,100088422173737
1453,100090854325831
1454,100082141993779
1455,100089731021538
1456,100080271891770
1457,100089418164854
1458,100090838603626
1459,100035939914032
1460,100085804543150
1461,100090879078143
1462,100083682965274
1463,100089740280946
1464,100055895542910
1465,1387367567
1466,100078714123184
1467,100086078065722
1468,100040324306863
1469,100062170478847
1470,100090112882328
1471,100087494799361
1472,100089106945994
1473,100090083919951
1474,100055003083752
1475,100089873641218
1476,100087445403530
1477,100090853667274
1478,100003665370808
1479,100089923055471
1480,100090964003760
1481,100070463086458
1482,100089286330583
1483,100090912104797
1484,100089626811451
1485,100008089118166
1486,100029116840087
1487,100047613976349
1488,100090611946817
1489,100090674472832
1490,100011678716200
1491,100064669153005
1492,100090618860276
1493,100090408043270
1494,100090682614090
1495,100089546786895
1496,100090275743679
1497,100078699524409
1498,100085812986706
1499,100046772529330
1500,100089882671017
1501,100008302336890
1502,100022912597909
1503,100064332481524
1504,100088400475134
1505,100077261708036
1506,100011144344573
1507,100089227321974
1508,100007278376820
1509,100026597659652
1510,100090671406117
1511,100086670003260
1512,100090848280461
1513,100079955097228
1514,100090544519626
1515,100084841887586
1516,100074030769269
1517,100090304085910
1518,100090730353711
1519,100090304932524
1520,100085898083323
1521,100090975101268
1522,100090859148989
1523,100088997373944
1524,100090606237994
1525,100041769726577
1526,100090857505720
1527,100087681614657
1528,100085130281497
1529,100002930876758
1530,100090936102731
1531,100071935398743
1532,100079280406802
1533,100047557340317
1534,100085290065783
1535,100087248007524
1536,100090854916483
1537,100086458672323
1538,100086113041340
1539,100090896230928
1540,100046596817268
1541,100007069116643
1542,100080503873952
1543,100086131113761
1544,100088950034986
1545,100090815774626
1546,100086765983526
1547,100089065921760
1548,100090295671264
1549,100090651924693
1550,100055607102330
1551,100090426062611
1552,100048070650753
1553,100089283875523
1554,100030005956516
1555,100087605648421
1556,100090562062689
1557,100080300292019
1558,100000726043418
1559,100065712816103
1560,100016605782481
1561,100081494751792
1562,100090931688763
1563,100052965820518
1564,100090010505792
1565,100089670660175
1566,100090950170801
1567,100086430932957
1568,100090393295140
1569,100087380067767
1570,100089335063757
1571,100090896682769
1572,100090725629665
1573,100086438415992
1574,100081739644971
1575,100089280267921
1576,100089002089744
1577,100089317959064
1578,100089233766702
1579,100087379464346
1580,100083661348311
1581,100084858673202
1582,100090420923843
1583,100021316610358
1584,100077956212148
1585,100058740098081
1586,100090926674700
1587,100028773884336
1588,100013455274289
1589,100090067428763
1590,100088994282993
1591,100082332266198
1592,100014435562711
1593,100051343248546
1594,100072465708895
1595,100090746447053
1596,100076380031241
1597,100090865153321
1598,100090964321283
1599,100080289876781
1600,100035467069879
1601,100085827156886
1602,100028743801741
1603,100048736089237
1604,100090733758673
1605,100090791280443
1606,100071942622173
1607,100088479128010
1608,100089196563469
1609,100002431081569
1610,100090753675366
1611,100075868353929
1612,100090718322495
1613,100089856142512
1614,100089689518245
1615,100011796336442
1616,100090746208400
1617,100090760662095
1618,100063665156086
1619,100086288804084
1620,100029205769484
1621,100084509245344
1622,100090779324662
1623,100087930836871
1624,100090938199249
1625,100079308817670
1626,100080211002621
1627,100083630724498
1628,100066986975428
1629,100016000320262
1630,100088598598956
1631,100089712260697
1632,100060277663081
1633,100082698120617
1634,100090816704264
1635,100079940517231
1636,100089541780036
1637,100029321047432
1638,100074312310820
1639,100090187024614
1640,100088413780756
1641,100086983838202
1642,100025836142114
1643,100088522555041
1644,100090467760657
1645,100090517083379
1646,100090617692550
1647,100079338827596
1648,100089847121798
1649,100087878026877
1650,100083154762889
1651,100009402225832
1652,100088430870166
1653,100090791291601
1654,100078719873395
1655,100090234691569
1656,100050161698652
1657,100090088956147
1658,100082249173182
1659,100090941703599
1660,100007399126594
1661,100088851726227
1662,100089886816078
1663,100090520922087
1664,100090156444293
1665,100005254141235
1666,100013020780922
